1,1,17217
2,1,12970
3,1,12603
4,1,14517
5,1,14354
6,1,10848
7,1,14893
8,1,10519
9,1,18133
10,1,16364
11,1,17115
12,1,15912
13,1,14215
14,1,18033
15,1,12885
16,1,19431
17,1,13862
18,1,12396
19,1,13964
20,1,12018
21,1,11461
22,1,15620
23,1,17837
24,1,15302
25,1,12881
26,1,17400
27,1,12640
28,1,19210
29,1,14259
30,1,14427
31,1,12940
32,1,15388
33,1,13990
34,1,11313
35,1,10222
36,1,12515
37,1,16027
38,1,19643
39,1,11693
40,1,11943
41,1,18397
42,1,17486
43,1,14721
44,1,10205
45,1,17381
46,1,18455
47,1,15028
48,1,17352
49,1,18249
50,1,14791
51,1,15977
52,1,15483
53,1,13538
54,1,16507
55,1,13674
56,1,19202
57,1,17782
58,1,12013
59,1,15501
60,1,17316
61,1,13264
62,1,14502
63,1,16975
64,1,13551
65,1,12253
66,1,10815
67,1,11491
68,1,15615
69,1,16199
70,1,16577
71,1,19192
72,1,14272
73,1,19096
74,1,18486
75,1,16895
76,1,15454
77,1,10539
78,1,15261
79,1,11870
80,1,17236
81,1,18110
82,1,16401
83,1,11859
84,1,17553
85,1,13478
86,1,11451
87,1,18787
88,1,12383
89,1,19535
90,1,14843
91,1,19955
92,1,10971
93,1,18003
94,1,14553
95,1,18804
96,1,10752
97,1,19967
98,1,11830
99,1,17647
100,1,14146
201,3,17953
202,3,12258
203,3,13009
204,3,19167
205,3,11016
206,3,10625
207,3,16240
208,3,15526
209,3,11134
210,3,14009
211,3,17483
212,3,14249
213,3,11581
214,3,10862
215,3,18529
216,3,14386
217,3,18161
218,3,11200
219,3,10535
220,3,14755
221,3,19180
222,3,15406
223,3,15524
224,3,13676
225,3,13037
226,3,16743
227,3,13792
228,3,19270
229,3,16428
230,3,11490
231,3,17785
232,3,14804
233,3,11274
234,3,13248
235,3,12461
236,3,11001
237,3,17453
238,3,15971
239,3,18277
240,3,14515
241,3,19869
242,3,10381
243,3,19863
244,3,12876
245,3,17958
246,3,13811
247,3,15414
248,3,15957
249,3,16257
250,3,14905
251,3,18242
252,3,19464
253,3,17279
254,3,16081
255,3,14225
256,3,11485
257,3,19842
258,3,12476
259,3,17105
260,3,11117
261,3,18713
262,3,18382
263,3,13104
264,3,15321
265,3,18838
266,3,17740
267,3,14965
268,3,13529
269,3,19164
270,3,13379
271,3,13107
272,3,15452
273,3,16310
274,3,12231
275,3,11480
276,3,19244
277,3,10833
278,3,16070
279,3,15780
280,3,19911
281,3,10891
282,3,13447
283,3,12706
284,3,14603
285,3,15696
286,3,10923
287,3,16959
288,3,17448
289,3,19221
290,3,11254
291,3,17857
292,3,13905
293,3,12963
294,3,10462
295,3,18880
296,3,15598
297,3,12615
298,3,15611
299,3,14414
300,3,10339
401,5,16536
402,5,17259
403,5,16777
404,5,15325
405,5,16894
406,5,14470
407,5,13280
408,5,10878
409,5,16649
410,5,13197
411,5,11145
412,5,12776
413,5,14420
414,5,14118
415,5,13606
416,5,18918
417,5,13668
418,5,12366
419,5,11495
420,5,17201
421,5,18016
422,5,10964
423,5,16457
424,5,11136
425,5,13013
426,5,17202
427,5,19790
428,5,10994
429,5,12872
430,5,17850
431,5,10268
432,5,10782
433,5,17203
434,5,10109
435,5,11567
436,5,18769
437,5,19415
438,5,11228
439,5,10480
440,5,15229
441,5,13167
442,5,15409
443,5,11697
444,5,18814
445,5,17823
446,5,15836
447,5,10978
448,5,15027
449,5,10780
450,5,17835
451,5,10584
452,5,10139
453,5,15679
454,5,14354
455,5,19170
456,5,12384
457,5,15047
458,5,14486
459,5,13413
460,5,14603
461,5,18570
462,5,15412
463,5,16094
464,5,11004
465,5,13492
466,5,17714
467,5,13435
468,5,19859
469,5,16498
470,5,13383
471,5,17792
472,5,15185
473,5,15973
474,5,12666
475,5,15227
476,5,15328
477,5,19386
478,5,13001
479,5,19337
480,5,15111
481,5,19772
482,5,11256
483,5,19296
484,5,17130
485,5,16715
486,5,17707
487,5,18083
488,5,19670
489,5,19087
490,5,14645
491,5,16636
492,5,12087
493,5,13742
494,5,16642
495,5,11327
496,5,19066
497,5,11392
498,5,18681
499,5,17142
500,5,10880
801,9,19930
802,9,13501
803,9,13243
804,9,19323
805,9,14898
806,9,16428
807,9,17279
808,9,12675
809,9,19604
810,9,12863
811,9,16111
812,9,15234
813,9,10327
814,9,12349
815,9,17994
816,9,18618
817,9,10564
818,9,10476
819,9,18081
820,9,13969
821,9,17022
822,9,11643
823,9,11354
824,9,11593
825,9,14972
826,9,19501
827,9,11719
828,9,17599
829,9,13609
830,9,19308
831,9,16735
832,9,16986
833,9,17789
834,9,14177
835,9,18331
836,9,15460
837,9,14699
838,9,15152
839,9,10407
840,9,10065
841,9,11886
842,9,19572
843,9,13975
844,9,12456
845,9,16482
846,9,16342
847,9,14500
848,9,16722
849,9,16210
850,9,10498
851,9,14573
852,9,19618
853,9,13230
854,9,16045
855,9,12304
856,9,12644
857,9,19600
858,9,19593
859,9,16028
860,9,15967
861,9,15269
862,9,13440
863,9,12885
864,9,14250
865,9,11785
866,9,18555
867,9,18737
868,9,14125
869,9,16238
870,9,17788
871,9,19763
872,9,19059
873,9,14726
874,9,16957
875,9,18366
876,9,20000
877,9,16179
878,9,10959
879,9,11136
880,9,13324
881,9,14174
882,9,11881
883,9,11608
884,9,16929
885,9,19045
886,9,14990
887,9,10718
888,9,17725
889,9,13663
890,9,15106
891,9,17529
892,9,18624
893,9,17604
894,9,10248
895,9,14561
896,9,10124
897,9,19114
898,9,17832
899,9,17747
900,9,18862
