1,1,17217
2,1,12970
3,1,12603
4,1,14517
5,1,14354
6,1,10848
7,1,14893
8,1,10519
9,1,18133
10,1,16364
11,1,17115
12,1,15912
13,1,14215
14,1,18033
15,1,12885
16,1,19431
17,1,13862
18,1,12396
19,1,13964
20,1,12018
21,1,11461
22,1,15620
23,1,17837
24,1,15302
25,1,12881
26,1,17400
27,1,12640
28,1,19210
29,1,14259
30,1,14427
31,1,12940
32,1,15388
33,1,13990
34,1,11313
35,1,10222
36,1,12515
37,1,16027
38,1,19643
39,1,11693
40,1,11943
41,1,18397
42,1,17486
43,1,14721
44,1,10205
45,1,17381
46,1,18455
47,1,15028
48,1,17352
49,1,18249
50,1,14791
51,1,15977
52,1,15483
53,1,13538
54,1,16507
55,1,13674
56,1,19202
57,1,17782
58,1,12013
59,1,15501
60,1,17316
61,1,13264
62,1,14502
63,1,16975
64,1,13551
65,1,12253
66,1,10815
67,1,11491
68,1,15615
69,1,16199
70,1,16577
71,1,19192
72,1,14272
73,1,19096
74,1,18486
75,1,16895
76,1,15454
77,1,10539
78,1,15261
79,1,11870
80,1,17236
81,1,18110
82,1,16401
83,1,11859
84,1,17553
85,1,13478
86,1,11451
87,1,18787
88,1,12383
89,1,19535
90,1,14843
91,1,19955
92,1,10971
93,1,18003
94,1,14553
95,1,18804
96,1,10752
97,1,19967
98,1,11830
99,1,17647
100,1,14146
