1,1,17217
2,1,12970
3,1,12603
4,1,14517
5,1,14354
6,1,10848
7,1,14893
8,1,10519
9,1,18133
10,1,16364
11,1,17115
12,1,15912
13,1,14215
14,1,18033
15,1,12885
16,1,19431
17,1,13862
18,1,12396
19,1,13964
20,1,12018
21,1,11461
22,1,15620
23,1,17837
24,1,15302
25,1,12881
26,1,17400
27,1,12640
28,1,19210
29,1,14259
30,1,14427
31,1,12940
32,1,15388
33,1,13990
34,1,11313
35,1,10222
36,1,12515
37,1,16027
38,1,19643
39,1,11693
40,1,11943
41,1,18397
42,1,17486
43,1,14721
44,1,10205
45,1,17381
46,1,18455
47,1,15028
48,1,17352
49,1,18249
50,1,14791
51,1,15977
52,1,15483
53,1,13538
54,1,16507
55,1,13674
56,1,19202
57,1,17782
58,1,12013
59,1,15501
60,1,17316
61,1,13264
62,1,14502
63,1,16975
64,1,13551
65,1,12253
66,1,10815
67,1,11491
68,1,15615
69,1,16199
70,1,16577
71,1,19192
72,1,14272
73,1,19096
74,1,18486
75,1,16895
76,1,15454
77,1,10539
78,1,15261
79,1,11870
80,1,17236
81,1,18110
82,1,16401
83,1,11859
84,1,17553
85,1,13478
86,1,11451
87,1,18787
88,1,12383
89,1,19535
90,1,14843
91,1,19955
92,1,10971
93,1,18003
94,1,14553
95,1,18804
96,1,10752
97,1,19967
98,1,11830
99,1,17647
100,1,14146
101,2,17959
102,2,16101
103,2,15308
104,2,11542
105,2,12745
106,2,16080
107,2,12737
108,2,14726
109,2,16168
110,2,10211
111,2,15525
112,2,13897
113,2,12818
114,2,13821
115,2,12741
116,2,12660
117,2,16156
118,2,13681
119,2,19683
120,2,11607
121,2,11041
122,2,18324
123,2,16539
124,2,11428
125,2,16580
126,2,12946
127,2,13699
128,2,15541
129,2,11642
130,2,15338
131,2,15666
132,2,19174
133,2,10078
134,2,15035
135,2,17285
136,2,14478
137,2,16816
138,2,15653
139,2,11666
140,2,12217
141,2,16031
142,2,17624
143,2,11877
144,2,18522
145,2,12376
146,2,13867
147,2,18957
148,2,19111
149,2,13135
150,2,18111
151,2,10863
152,2,14113
153,2,19954
154,2,17605
155,2,16845
156,2,10350
157,2,11990
158,2,15736
159,2,16943
160,2,15978
161,2,19940
162,2,14214
163,2,10122
164,2,10244
165,2,16993
166,2,15002
167,2,14787
168,2,12420
169,2,18034
170,2,17201
171,2,14387
172,2,15019
173,2,11409
174,2,13566
175,2,17902
176,2,12588
177,2,18765
178,2,19161
179,2,17910
180,2,17388
181,2,17874
182,2,16185
183,2,18314
184,2,10723
185,2,15810
186,2,11983
187,2,13281
188,2,19490
189,2,19843
190,2,18241
191,2,14286
192,2,14889
193,2,11864
194,2,13269
195,2,18130
196,2,17366
197,2,19815
198,2,15565
199,2,15183
200,2,19289
201,3,17953
